,area_type,location,total_sqft,bath,balcony,price,bhk
7067,Built-up  Area,Varthur,1210.0,2.0,1.0,60.0,2
7068,Super built-up  Area,Varthur,1070.0,2.0,2.0,46.0,2
7069,Super built-up  Area,Varthur,1360.0,2.0,3.0,85.0,3
7070,Super built-up  Area,Varthur,965.0,2.0,1.0,34.0,2
7071,Super built-up  Area,Varthur,1120.0,2.0,2.0,44.24,2
7072,Super built-up  Area,Varthur,1395.0,2.0,3.0,79.0,3
7073,Super built-up  Area,Varthur,1085.0,2.0,1.0,45.0,2
7074,Super built-up  Area,Varthur,1250.0,2.0,2.0,47.0,2
7075,Plot  Area,Varthur,1200.0,3.0,1.0,68.38,3
7077,Built-up  Area,Varthur,1155.0,2.0,1.0,60.0,2
7078,Super built-up  Area,Varthur,1035.0,2.0,1.0,60.0,2
7079,Super built-up  Area,Varthur,1155.0,2.0,2.0,39.0,2
7080,Super built-up  Area,Varthur,1180.0,2.0,2.0,55.0,2
7082,Super built-up  Area,Varthur,1738.0,2.0,1.0,57.35,2
7083,Super built-up  Area,Varthur,1045.0,2.0,1.0,40.65,2
7084,Super built-up  Area,Varthur,1155.0,2.0,2.0,39.0,2
7086,Super built-up  Area,Varthur,1210.0,2.0,1.0,64.15,2
7088,Super built-up  Area,Varthur,1105.0,2.0,3.0,38.0,2
7089,Super built-up  Area,Varthur,1560.0,3.0,2.0,90.0,3
7090,Super built-up  Area,Varthur,1760.0,2.0,1.0,85.0,2
7091,Super built-up  Area,Varthur,1210.0,2.0,2.0,54.0,2
7092,Super built-up  Area,Varthur,1112.0,2.0,2.0,40.0,2
7094,Super built-up  Area,Varthur,1000.0,1.0,1.0,65.0,2
7096,Super built-up  Area,Varthur Road,900.0,2.0,1.0,27.0,2
7097,Built-up  Area,Varthur Road,1277.0,2.0,2.0,59.0,2
7098,Super built-up  Area,Varthur Road,1247.0,2.0,2.0,58.0,3
7099,Super built-up  Area,Varthur Road,1050.0,2.0,2.0,42.7,2
7100,Super built-up  Area,Varthur Road,1255.0,2.0,2.0,52.76,2
7102,Super built-up  Area,Varthur Road,1033.0,2.0,2.0,32.0,2
7103,Super built-up  Area,Varthur Road,1140.0,2.0,2.0,49.11,2
7104,Super built-up  Area,Varthur Road,850.0,2.0,1.0,25.4,2
7105,Built-up  Area,Vasanthapura,1022.0,2.0,2.0,40.0,2
7106,Super built-up  Area,Vasanthapura,1135.0,2.0,1.0,39.73,2
7107,Super built-up  Area,Vasanthapura,995.0,2.0,1.0,34.82,2
7108,Super built-up  Area,Vasanthapura,995.0,2.0,1.0,34.82,2
7109,Super built-up  Area,Vasanthapura,1037.0,2.0,1.0,36.28,2
7110,Super built-up  Area,Vasanthapura,978.0,2.0,1.0,34.22,2
7111,Super built-up  Area,Vasanthapura,1037.0,2.0,1.0,36.28,2
7112,Plot  Area,Vidyaranyapura,1440.0,2.0,0.0,95.0,2
7113,Super built-up  Area,Vidyaranyapura,1062.0,2.0,3.0,38.0,2
7114,Built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,55.0,2
7115,Plot  Area,Vidyaranyapura,1200.0,4.0,0.0,90.0,4
7117,Built-up  Area,Vidyaranyapura,1060.0,2.0,2.0,55.0,2
7118,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,54.0,2
7119,Built-up  Area,Vidyaranyapura,1440.0,2.0,0.0,70.0,3
7120,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,54.0,2
7121,Super built-up  Area,Vidyaranyapura,1000.0,2.0,1.0,35.0,2
7123,Built-up  Area,Vidyaranyapura,1120.0,2.0,1.0,70.0,2
7124,Built-up  Area,Vidyaranyapura,945.0,2.0,2.0,40.0,2
7125,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,54.0,2
7126,Super built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,65.0,3
7127,Built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,52.0,2
7128,Built-up  Area,Vidyaranyapura,1050.0,2.0,1.0,50.0,2
7129,Super built-up  Area,Vidyaranyapura,1188.0,2.0,1.0,50.0,2
7130,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,75.0,3
7131,Super built-up  Area,Vidyaranyapura,1100.0,2.0,2.0,72.0,3
7132,Built-up  Area,Vidyaranyapura,2400.0,5.0,1.0,135.0,4
7133,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,41.0,2
7134,Super built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,60.5,2
7135,Super built-up  Area,Vidyaranyapura,1200.0,2.0,1.0,42.0,2
7136,Super built-up  Area,Vijayanagar,1704.0,3.0,2.0,110.0,3
7137,Super built-up  Area,Vijayanagar,1933.0,3.0,1.0,129.0,3
7139,Super built-up  Area,Vijayanagar,1450.0,3.0,0.0,100.0,3
7140,Built-up  Area,Vijayanagar,1580.0,2.0,0.0,134.0,3
7141,Super built-up  Area,Vijayanagar,1826.0,3.0,2.0,121.0,3
7142,Super built-up  Area,Vijayanagar,1739.0,3.0,1.0,116.0,3
7143,Super built-up  Area,Vijayanagar,1490.0,3.0,2.0,100.0,3
7144,Super built-up  Area,Vijayanagar,1180.0,2.0,2.0,65.0,2
7145,Super built-up  Area,Vijayanagar,606.0,1.0,0.0,34.78,1
7146,Super built-up  Area,Vijayanagar,1352.0,2.0,2.0,68.0,2
7147,Super built-up  Area,Vijayanagar,1527.0,3.0,2.0,115.0,3
7148,Built-up  Area,Vijayanagar,989.0,2.0,0.0,60.0,2
7149,Super built-up  Area,Vijayanagar,1520.0,2.0,1.0,103.0,3
7150,Super built-up  Area,Vijayanagar,1749.0,3.0,1.0,117.0,3
7151,Super built-up  Area,Vijayanagar,1046.0,2.0,1.0,75.0,2
7152,Super built-up  Area,Vijayanagar,606.0,1.0,1.0,40.0,1
7153,Super built-up  Area,Vijayanagar,1200.0,2.0,2.0,62.0,2
7156,Super built-up  Area,Vijayanagar,1760.0,3.0,2.0,140.0,3
7157,Super built-up  Area,Vijayanagar,2047.0,3.0,2.0,136.0,3
7158,Super built-up  Area,Vijayanagar,1200.0,2.0,1.0,75.0,3
7159,Super built-up  Area,Vijayanagar,1178.0,2.0,3.0,82.0,2
7160,Built-up  Area,Vijayanagar,864.0,2.0,0.0,45.0,2
7161,Plot  Area,Vijayanagar,2100.0,6.0,1.0,252.0,4
7162,Super built-up  Area,Vijayanagar,920.0,2.0,2.0,60.0,2
7163,Super built-up  Area,Vijayanagar,1019.0,2.0,1.0,58.0,2
7164,Plot  Area,Vijayanagar,2400.0,6.0,3.0,125.0,5
7165,Super built-up  Area,Vijayanagar,1180.0,2.0,1.0,86.0,2
7166,Super built-up  Area,Vijayanagar,1046.0,2.0,0.0,49.06,2
7167,Built-up  Area,Vijayanagar,2400.0,2.0,0.0,230.0,1
7168,Super built-up  Area,Vijayanagar,492.0,1.0,1.0,40.0,1
7170,Plot  Area,Vishveshwarya Layout,750.0,1.0,1.0,30.0,1
7171,Built-up  Area,Vishveshwarya Layout,2000.0,4.0,1.0,75.0,4
7172,Super built-up  Area,Vishveshwarya Layout,2100.0,6.0,0.0,92.0,6
7173,Plot  Area,Vishveshwarya Layout,2000.0,3.0,0.0,90.0,4
7174,Super built-up  Area,Vishwapriya Layout,820.0,2.0,1.0,30.0,2
7175,Super built-up  Area,Vishwapriya Layout,770.0,2.0,2.0,30.0,2
7176,Super built-up  Area,Vishwapriya Layout,910.0,2.0,3.0,36.0,2
7177,Super built-up  Area,Vishwapriya Layout,890.0,2.0,3.0,37.0,2
7178,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,71.0,2
7179,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.0,2
7180,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,69.3,2
7181,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.3,2
7182,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,64.5,2
7183,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,64.5,2
7184,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,68.0,2
7186,Super built-up  Area,Vittasandra,1238.0,2.0,1.0,67.0,2
7187,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,75.0,2
7188,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,65.0,2
7189,Super built-up  Area,Vittasandra,1238.0,2.0,1.0,67.0,2
7190,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2
7191,Super built-up  Area,Vittasandra,1259.0,2.0,1.0,67.4,2
7192,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,68.8,2
7193,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,62.3,2
7194,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,63.0,2
7195,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2
7196,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,65.4,2
7198,Super built-up  Area,Vittasandra,1238.0,2.0,1.0,67.32,2
7199,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2
7201,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.3,2
7202,Super built-up  Area,Vittasandra,1404.0,2.0,2.0,70.0,2
7203,Super built-up  Area,Vittasandra,1259.0,2.0,1.0,67.48,2
7204,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,75.0,2
7206,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.0,2
7209,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,72.0,2
7210,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.5,2
7211,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.5,2
7212,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,70.0,2
7213,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,65.0,2
7214,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2
7218,Built-up  Area,Whitefield,1610.0,3.0,2.0,81.0,3
7219,Super built-up  Area,Whitefield,1459.0,2.0,1.0,94.82,2
7224,Super built-up  Area,Whitefield,1280.0,2.0,2.0,75.0,2
7226,Super built-up  Area,Whitefield,1910.0,3.0,2.0,161.0,3
7227,Super built-up  Area,Whitefield,3252.0,4.0,1.0,230.0,4
7228,Plot  Area,Whitefield,11890.0,4.0,3.0,700.0,4
7231,Super built-up  Area,Whitefield,1150.0,2.0,1.0,70.0,2
7232,Built-up  Area,Whitefield,1768.0,3.0,2.0,101.0,3
7234,Super built-up  Area,Whitefield,1600.0,3.0,2.0,86.0,3
7235,Built-up  Area,Whitefield,4144.0,4.0,3.0,315.0,4
7236,Super built-up  Area,Whitefield,4104.0,4.0,2.0,360.0,4
7237,Super built-up  Area,Whitefield,1790.0,3.0,2.0,100.0,3
7238,Super built-up  Area,Whitefield,1720.0,3.0,3.0,100.0,3
7240,Super built-up  Area,Whitefield,1640.0,4.0,2.0,91.0,3
7243,Super built-up  Area,Whitefield,2280.0,4.0,2.0,126.0,3
7247,Built-up  Area,Whitefield,1897.0,3.0,2.0,130.0,3
7248,Super built-up  Area,Whitefield,2225.0,2.0,1.0,125.0,3
7249,Super built-up  Area,Whitefield,4348.5,2.0,2.0,304.0,4
7252,Super built-up  Area,Whitefield,2268.0,3.0,2.0,163.0,4
7255,Plot  Area,Whitefield,2400.0,4.0,3.0,200.0,4
7257,Super built-up  Area,Whitefield,1360.0,2.0,1.0,95.0,2
7259,Super built-up  Area,Whitefield,1697.0,3.0,2.0,94.79,3
7260,Plot  Area,Whitefield,5000.0,4.0,3.0,400.0,4
7261,Plot  Area,Whitefield,3000.0,5.0,3.0,250.0,4
7262,Built-up  Area,Whitefield,1700.0,3.0,2.0,115.0,3
7265,Built-up  Area,Whitefield,2842.0,3.0,2.0,162.0,3
7269,Plot  Area,Whitefield,1500.0,3.0,1.0,130.0,3
7270,Super built-up  Area,Whitefield,1280.0,2.0,1.0,75.0,2
7272,Super built-up  Area,Whitefield,1405.0,2.0,1.0,78.0,3
7273,Super built-up  Area,Whitefield,2225.0,3.0,3.0,115.0,3
7274,Super built-up  Area,Whitefield,1272.0,2.0,1.0,95.05,2
7277,Built-up  Area,Whitefield,1192.0,2.0,1.0,71.0,2
7281,Super built-up  Area,Whitefield,1626.0,3.0,3.0,89.0,3
7282,Super built-up  Area,Whitefield,1585.0,3.0,2.0,88.0,3
7283,Super built-up  Area,Whitefield,665.0,2.0,2.0,28.585,1
7285,Built-up  Area,Whitefield,1280.0,2.0,0.0,85.0,2
7286,Plot  Area,Whitefield,1200.0,3.0,2.0,68.5,3
7287,Plot  Area,Whitefield,4000.0,4.0,2.0,330.0,4
7288,Super built-up  Area,Whitefield,1697.0,3.0,2.0,108.0,3
7290,Super built-up  Area,Whitefield,3606.0,4.0,2.0,312.0,4
7291,Super built-up  Area,Whitefield,1485.0,2.0,1.0,90.0,2
7292,Super built-up  Area,Whitefield,950.0,1.0,1.0,50.0,1
7293,Super built-up  Area,Whitefield,3584.0,4.0,2.0,199.0,4
7294,Super built-up  Area,Whitefield,825.0,1.0,1.0,45.0,1
7297,Super built-up  Area,Whitefield,1635.0,2.0,2.0,85.0,3
7298,Super built-up  Area,Whitefield,1216.0,2.0,1.0,79.0,2
7304,Super built-up  Area,Whitefield,920.0,2.0,1.0,63.0,2
7306,Super built-up  Area,Whitefield,1170.0,2.0,1.0,71.0,2
7307,Super built-up  Area,Whitefield,1118.0,2.0,1.0,75.0,2
7308,Super built-up  Area,Whitefield,1800.0,3.0,2.0,110.0,3
7309,Super built-up  Area,Whitefield,1562.0,3.0,2.0,103.0,3
7312,Super built-up  Area,Whitefield,2321.0,4.0,1.0,128.0,3
7313,Super built-up  Area,Whitefield,1320.0,2.0,1.0,95.0,2
7316,Plot  Area,Whitefield,3010.0,3.0,2.0,200.0,3
7317,Super built-up  Area,Whitefield,1346.0,2.0,1.0,96.17,2
7318,Super built-up  Area,Whitefield,3850.0,5.0,2.0,316.0,3
7322,Super built-up  Area,Whitefield,2500.0,4.0,3.0,155.0,4
7323,Built-up  Area,Whitefield,905.0,1.0,1.0,55.0,1
7325,Super built-up  Area,Whitefield,2268.0,3.0,0.0,146.0,4
7328,Super built-up  Area,Whitefield,630.5,1.0,0.0,32.79,1
7329,Super built-up  Area,Whitefield,3537.0,5.0,3.0,210.0,4
7331,Super built-up  Area,Whitefield,1697.0,3.0,2.0,115.0,3
7335,Built-up  Area,Whitefield,3250.0,5.0,0.0,290.0,5
7339,Super built-up  Area,Whitefield,1269.0,2.0,1.0,75.0,2
7340,Plot  Area,Whitefield,3227.0,5.0,0.0,250.0,5
7341,Super built-up  Area,Whitefield,1545.0,3.0,2.0,79.0,3
7344,Super built-up  Area,Whitefield,3262.0,4.0,2.0,260.0,4
7346,Super built-up  Area,Whitefield,1132.0,2.0,1.0,79.28,2
7349,Super built-up  Area,Whitefield,2830.0,5.0,2.0,160.0,4
7351,Super built-up  Area,Whitefield,1195.0,2.0,1.0,70.0,2
7352,Super built-up  Area,Whitefield,3480.0,4.0,2.0,284.0,3
7355,Super built-up  Area,Whitefield,709.0,1.0,0.0,34.385,1
7357,Super built-up  Area,Whitefield,1320.0,2.0,3.0,79.5,2
7358,Super built-up  Area,Whitefield,750.0,2.0,1.0,52.7,2
7359,Plot  Area,Whitefield,1200.0,3.0,1.0,61.96,3
7364,Super built-up  Area,Whitefield,2094.0,2.0,2.0,113.19,3
7366,Plot  Area,Whitefield,3445.0,5.0,3.0,270.0,4
7367,Super built-up  Area,Whitefield,1700.0,3.0,1.0,140.0,3
7368,Built-up  Area,Whitefield,4827.0,4.0,3.0,400.0,4
7369,Super built-up  Area,Whitefield,1405.0,2.0,2.0,84.5,2
7371,Super built-up  Area,Whitefield,3252.0,4.0,3.0,280.0,4
7373,Super built-up  Area,Whitefield,1150.0,2.0,2.0,90.0,2
7374,Built-up  Area,Whitefield,2400.0,4.0,3.0,147.0,4
7376,Built-up  Area,Whitefield,624.0,1.0,1.0,35.0,1
7379,Super built-up  Area,Whitefield,1700.0,3.0,2.0,95.0,3
7380,Plot  Area,Whitefield,4960.0,4.0,3.0,400.0,4
7381,Built-up  Area,Whitefield,2928.0,4.0,3.0,198.0,4
7383,Super built-up  Area,Whitefield,2700.0,5.0,2.0,175.0,3
7384,Super built-up  Area,Whitefield,1216.0,2.0,1.0,84.0,2
7385,Super built-up  Area,Whitefield,2882.0,5.0,1.0,204.0,4
7386,Super built-up  Area,Whitefield,1840.0,3.0,2.0,140.0,3
7387,Super built-up  Area,Whitefield,1778.0,3.0,2.0,122.0,3
7389,Super built-up  Area,Whitefield,650.0,1.0,1.0,25.0,1
7390,Super built-up  Area,Whitefield,2155.0,3.0,3.0,125.0,4
7391,Built-up  Area,Whitefield,905.0,1.0,1.0,52.0,1
7396,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2
7398,Super built-up  Area,Whitefield,1255.0,2.0,3.0,77.0,2
7399,Super built-up  Area,Whitefield,1216.0,2.0,1.0,73.0,2
7400,Super built-up  Area,Whitefield,709.0,1.0,0.0,34.735,1
7404,Super built-up  Area,Whitefield,1745.0,3.0,3.0,100.0,3
7405,Built-up  Area,Whitefield,3200.0,4.0,3.0,224.0,4
7407,Super built-up  Area,Whitefield,825.0,1.0,1.0,44.9,1
7411,Super built-up  Area,Whitefield,1870.0,3.0,2.0,138.0,3
7414,Super built-up  Area,Whitefield,1862.0,3.0,2.0,125.0,3
7415,Super built-up  Area,Whitefield,1655.0,3.0,1.0,113.0,3
7416,Super built-up  Area,Whitefield,530.0,1.0,1.0,29.44,1
7418,Super built-up  Area,Whitefield,905.0,1.0,1.0,50.0,1
7419,Super built-up  Area,Whitefield,1600.0,3.0,2.0,82.0,3
7420,Plot  Area,Whitefield,1230.0,4.0,2.0,80.0,4
7422,Super built-up  Area,Whitefield,630.5,1.0,0.0,32.15,1
7423,Built-up  Area,Whitefield,905.0,1.0,1.0,52.0,1
7427,Super built-up  Area,Whitefield,1216.0,2.0,1.0,83.0,2
7432,Super built-up  Area,Whitefield,4075.0,5.0,3.0,226.0,4
7433,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2
7441,Super built-up  Area,Whitefield,2856.0,5.0,0.0,158.5,4
7444,Super built-up  Area,Whitefield,750.0,1.0,1.0,51.0,1
7447,Super built-up  Area,Whitefield,1173.0,2.0,1.0,77.0,2
7448,Plot  Area,Whitefield,1200.0,3.0,1.0,68.4,3
7452,Built-up  Area,Whitefield,3425.0,5.0,2.0,250.0,4
7457,Super built-up  Area,Whitefield,2173.0,3.0,2.0,128.0,3
7459,Super built-up  Area,Whitefield,905.0,1.0,1.0,62.0,1
7460,Super built-up  Area,Whitefield,1870.0,3.0,2.0,138.0,3
7461,Super built-up  Area,Whitefield,1320.0,2.0,1.0,99.26,2
7462,Super built-up  Area,Whitefield,2901.0,4.0,2.0,190.0,3
7463,Super built-up  Area,Whitefield,1485.0,2.0,1.0,96.51,2
7464,Super built-up  Area,Whitefield,1755.0,3.0,3.0,101.0,3
7466,Super built-up  Area,Whitefield,2225.0,3.0,1.0,149.0,3
7467,Super built-up  Area,Whitefield,1250.0,2.0,2.0,82.0,2
7469,Super built-up  Area,Whitefield,605.0,1.0,1.0,40.0,1
7472,Built-up  Area,Whitefield,2210.0,3.0,2.0,156.0,3
7473,Super built-up  Area,Whitefield,1173.0,2.0,1.0,78.2,2
7474,Super built-up  Area,Whitefield,1740.0,4.0,3.0,130.0,3
7475,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2
7477,Super built-up  Area,Whitefield,1655.0,3.0,3.0,120.0,3
7478,Super built-up  Area,Whitefield,4003.0,6.0,3.0,300.0,4
7480,Super built-up  Area,Whitefield,1180.0,2.0,2.0,70.0,2
7482,Super built-up  Area,Whitefield,2023.0,4.0,2.0,130.0,3
7483,Super built-up  Area,Whitefield,2134.0,4.0,2.0,118.0,3
7486,Super built-up  Area,Whitefield,905.0,1.0,1.0,60.0,1
7492,Super built-up  Area,Whitefield,1452.0,3.0,2.0,90.0,3
7493,Built-up  Area,Whitefield,2850.0,5.0,0.0,240.0,4
7496,Super built-up  Area,Whitefield,2830.0,5.0,3.0,190.0,4
7497,Super built-up  Area,Whitefield,1295.0,2.0,3.0,78.5,2
7498,Super built-up  Area,Whitefield,840.0,1.0,1.0,57.6,1
7499,Super built-up  Area,Whitefield,640.0,1.0,0.0,19.83,1
7500,Built-up  Area,Whitefield,1991.0,3.0,2.0,104.0,3
7504,Built-up  Area,Whitefield,1655.0,3.0,2.0,97.0,3
7505,Super built-up  Area,Whitefield,1850.0,3.0,2.0,150.0,3
7506,Plot  Area,Whitefield,1200.0,3.0,1.0,67.77,3
7507,Built-up  Area,Whitefield,1290.0,2.0,0.0,90.0,2
7510,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2
7511,Super built-up  Area,Whitefield,1356.0,2.0,1.0,94.84,2
7512,Super built-up  Area,Whitefield,1338.0,2.0,1.0,103.0,2
7515,Plot  Area,Whitefield,3450.0,4.0,2.0,208.0,3
7519,Super built-up  Area,Whitefield,1267.0,2.0,1.0,90.33,2
7520,Plot  Area,Whitefield,2400.0,4.0,1.0,143.0,4
7521,Super built-up  Area,Whitefield,1836.0,3.0,2.0,125.0,3
7523,Super built-up  Area,Whitefield,3596.0,3.0,1.0,200.0,3
7524,Built-up  Area,Whitefield,1275.0,2.0,3.0,65.0,3
7527,Super built-up  Area,Whitefield,1216.0,2.0,1.0,82.0,2
7528,Super built-up  Area,Whitefield,1495.0,3.0,3.0,88.0,2
7529,Super built-up  Area,Whitefield,1564.0,3.0,1.0,103.0,3
7530,Super built-up  Area,Whitefield,1585.0,3.0,1.0,84.0,3
7533,Built-up  Area,Whitefield,1558.0,3.0,2.0,90.0,3
7534,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2
7536,Super built-up  Area,Whitefield,1704.0,3.0,1.0,120.0,3
7538,Super built-up  Area,Whitefield,1256.0,2.0,2.0,73.0,2
7541,Super built-up  Area,Whitefield,1300.0,2.0,2.0,78.0,2
7542,Super built-up  Area,Whitefield,1570.0,3.0,3.0,88.0,3
7543,Super built-up  Area,Whitefield,1216.0,2.0,1.0,84.03,2
7545,Super built-up  Area,Whitefield,1216.0,2.0,1.0,72.5,2
7547,Super built-up  Area,Whitefield,2025.0,4.0,2.0,115.0,3
7548,Super built-up  Area,Whitefield,1346.0,2.0,1.0,100.0,3
7552,Plot  Area,Whitefield,2990.0,3.0,2.0,198.0,4
7555,Super built-up  Area,Whitefield,1720.0,3.0,3.0,98.97,3
7556,Super built-up  Area,Whitefield,1600.0,3.0,2.0,95.0,3
7557,Super built-up  Area,Whitefield,1655.0,3.0,1.0,108.0,3
7558,Super built-up  Area,Whitefield,1740.0,3.0,2.0,95.0,3
7560,Super built-up  Area,Whitefield,1350.0,2.0,1.0,88.0,2
7562,Super built-up  Area,Whitefield,1216.0,2.0,1.0,80.0,2
7563,Plot  Area,Whitefield,2900.0,4.0,3.0,225.0,4
7564,Super built-up  Area,Whitefield,1340.0,2.0,1.0,101.0,2
7566,Plot  Area,Whitefield,1500.0,3.0,1.0,78.57,3
7567,Super built-up  Area,Whitefield,1626.0,3.0,3.0,85.0,3
7569,Super built-up  Area,Whitefield,1100.0,2.0,2.0,65.0,2
7571,Built-up  Area,Whitefield,1270.0,2.0,2.0,65.0,3
7572,Built-up  Area,Whitefield,3117.0,3.0,2.0,261.0,3
7573,Super built-up  Area,Whitefield,1216.0,2.0,1.0,73.0,2
7575,Built-up  Area,Whitefield,3150.0,3.0,1.0,290.0,3
7577,Super built-up  Area,Whitefield,2956.0,5.0,2.0,234.0,4
7581,Super built-up  Area,Whitefield,2247.0,3.0,2.0,145.0,3
7582,Plot  Area,Whitefield,3940.0,5.0,3.0,265.0,4
7584,Super built-up  Area,Whitefield,1160.0,2.0,1.0,67.0,2
7586,Super built-up  Area,Whitefield,1180.0,2.0,1.0,77.0,2
7587,Super built-up  Area,Whitefield,2140.0,3.0,2.0,139.0,3
7588,Super built-up  Area,Whitefield,1314.0,2.0,1.0,84.0,2
7595,Super built-up  Area,Whitefield,1431.0,3.0,2.0,85.0,3
7596,Super built-up  Area,Whitefield,524.0,1.0,1.0,29.0,1
7597,Built-up  Area,Whitefield,2830.0,4.0,3.0,161.0,4
7598,Super built-up  Area,Whitefield,2135.0,3.0,2.0,149.0,4
7600,Super built-up  Area,Whitefield,3075.0,2.0,3.0,188.0,4
7601,Super built-up  Area,Whitefield,1760.0,3.0,2.0,160.0,3
7602,Super built-up  Area,Whitefield,1655.0,3.0,2.0,110.0,3
7603,Super built-up  Area,Whitefield,840.0,1.0,1.0,57.0,1
7604,Super built-up  Area,Whitefield,1725.0,3.0,2.0,106.0,3
7607,Super built-up  Area,Whitefield,516.0,1.0,1.0,39.0,1
7609,Built-up  Area,Whitefield,6000.0,4.0,2.0,410.0,4
7610,Super built-up  Area,Whitefield,1639.0,3.0,2.0,107.0,3
7611,Built-up  Area,Whitefield,1820.0,3.0,2.0,113.0,3
7613,Built-up  Area,Whitefield,3565.0,4.0,0.0,218.0,4
7614,Super built-up  Area,Whitefield,3410.0,5.0,3.0,253.0,4
7617,Plot  Area,Whitefield,4500.0,4.0,2.0,330.0,4
7618,Super built-up  Area,Whitefield,1250.0,2.0,2.0,85.0,2
7620,Super built-up  Area,Whitefield,1277.0,2.0,1.0,77.0,2
7621,Super built-up  Area,Whitefield,1820.0,3.0,2.0,140.0,3
7622,Built-up  Area,Whitefield,3453.0,4.0,2.0,247.0,4
7628,Super built-up  Area,Whitefield,2280.0,4.0,2.0,125.0,3
7629,Super built-up  Area,Whitefield,2882.0,5.0,1.0,200.0,4
7631,Super built-up  Area,Whitefield,1639.5,3.0,0.0,92.63,3
7634,Super built-up  Area,Whitefield,1190.0,2.0,1.0,70.0,2
7636,Super built-up  Area,Whitefield,1270.0,2.0,1.0,94.0,2
7637,Super built-up  Area,Whitefield,1220.0,2.0,1.0,89.0,2
7640,Super built-up  Area,Whitefield,3758.0,3.0,1.0,300.0,3
7645,Built-up  Area,Whitefield,1216.0,2.0,1.0,72.0,2
7647,Plot  Area,Whitefield,5400.0,5.0,3.0,475.0,4
7648,Super built-up  Area,Whitefield,1396.0,3.0,1.0,74.0,3
7657,Built-up  Area,Whitefield,1615.0,3.0,0.0,96.9,3
7663,Super built-up  Area,Whitefield,1200.0,2.0,3.0,70.0,2
7666,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2
7668,Super built-up  Area,Whitefield,2321.0,4.0,1.0,157.0,3
7669,Super built-up  Area,Whitefield,1224.0,2.0,2.0,75.0,2
7670,Super built-up  Area,Whitefield,1655.0,3.0,2.0,113.0,3
7672,Built-up  Area,Whitefield,4144.0,5.0,1.0,331.0,5
7675,Plot  Area,Whitefield,1200.0,3.0,2.0,67.75,3
7676,Built-up  Area,Whitefield,2444.0,4.0,2.0,145.0,4
7677,Built-up  Area,Whitefield,1270.0,2.0,1.0,110.0,2
7678,Super built-up  Area,Whitefield,1660.0,3.0,1.0,110.0,3
7679,Super built-up  Area,Whitefield,1270.0,2.0,1.0,105.0,2
7681,Super built-up  Area,Whitefield,1173.0,2.0,1.0,78.2,2
7682,Super built-up  Area,Whitefield,1362.0,2.0,3.0,85.0,2
7684,Super built-up  Area,Whitefield,1457.0,2.0,2.0,105.0,3
7685,Super built-up  Area,Whitefield,1720.0,3.0,2.0,128.0,3
7689,Super built-up  Area,Whitefield,1564.0,3.0,1.0,103.0,3
7693,Super built-up  Area,Whitefield,1639.0,3.0,2.0,107.0,3
7694,Super built-up  Area,Whitefield,1760.0,3.0,2.0,139.0,3
7695,Super built-up  Area,Whitefield,613.0,1.0,1.0,48.0,1
7696,Super built-up  Area,Whitefield,1730.0,3.0,2.0,125.0,3
